index,name,score,dtm,text,app_name,text_length
25199,黃珈溶,1 顆星,2023年8月9日,更新完 一直出現停止服務,Richart,12
9523,Joshua Sun,1 顆星,2023年12月14日,綁定集保e存摺很容易失敗,富邦行動銀行,12
13648,Pink liu,5 顆星,2022年4月23日,滿好用的 有網銀就是方便,兆豐銀行,12
9038,Shen Yang,1 顆星,2022年1月8日,在搞什麼怎麼不能更新了？,中國信託行動銀行 Home Bank,12
29621,我就是愛蔡,2 顆星,2022年10月26日,改善空間還粉大加油國家隊,將來銀行 NEXT BANK,12
14625,張家明,1 顆星,2022年8月8日,為什麼會一直閃退，好爛喔,元大銀行 Yuanta Commercial Bank,12
1856,陳欣煜,2 顆星,2022年12月12日,好好的APP改的那麼難用,國泰世華網路銀行CUBE,12
27576,蔡Yvonne,2 顆星,2022年10月11日,會一直閃屏，怎麼會這樣？,新光銀行,12
1063,Roger Kuo,1 顆星,2023年6月3日,更新後不能轉帳，畫面停止,國泰世華網路銀行CUBE,12
23107,FD L,5 顆星,2022年10月21日,"剛剛更新完的新版本,不錯",凱基銀行,12
4570,94豐哥,5 顆星,2024年1月20日,使用界面清楚明暸，很方便,中國信託行動銀行 Home Bank,12
25660,許淑惠,5 顆星,2022年12月16日,介面清楚明瞭，使用方便～,Richart,12
23786,林美鳳,1 顆星,2022年6月21日,常常登不進去，都卡在首頁,台新銀行行動銀行,12
2545,徐翠蓮,1 顆星,2022年8月22日,很爛，不要一直叫人換密碼,國泰世華網路銀行CUBE,12
8000,張睿森,4 顆星,2022年3月17日,改版後的介面不怎麼好操作,中國信託行動銀行 Home Bank,12
10919,猴美菈,1 顆星,2023年7月14日,更新後還叫我更新不能使用,富邦行動銀行,12
24928,Amber Chou,3 顆星,2023年11月9日,喜歡本來的介面 比較直覺,Richart,12
17730,數位站長,5 顆星,2021年8月9日,己修正圖形登入，給五顆星,永豐行動銀行,12
10866,程俊男,1 顆星,2023年7月14日,爛APP無法跟新，不能用,富邦行動銀行,12
3156,EZAmy惠敏,5 顆星,2022年4月30日,"超好用 轉帳，明細,連結",國泰世華網路銀行CUBE,12
6863,謝政達（TATA）,1 顆星,2022年7月20日,一直無法進入是怎麼回事？,中國信託行動銀行 Home Bank,12
27722,許俊池,5 顆星,2022年7月1日,很棒的軟體方便也好用實用,新光銀行,12
24676,ocean,1 顆星,2024年2月5日,新台幣活存明細 無法顯示,Richart,12
12494,許家萁,5 顆星,2022年5月6日,很好使用的一家銀行app,富邦行動銀行,12
253,露露,3 顆星,2024年1月30日,改版後用指紋登入就會跳掉,國泰世華網路銀行CUBE,12
30601,曾惠杶,5 顆星,2021年12月25日,說明很清楚，操作很方便。,樂天國際商業銀行,12
452,林裕貴,1 顆星,2023年12月17日,驗證碼失效，強迫重新驗證,國泰世華網路銀行CUBE,12
1417,Natsuki Irie,5 顆星,2023年3月3日,好用 界面簡單 操作方便,國泰世華網路銀行CUBE,12
22475,ነዐየዘጎነፕ,1 顆星,2021年1月29日,很多錯誤跟同行比較差很多,合作金庫銀行,12
12816,趙偉帆,5 顆星,2022年2月20日,很棒的操作介面，簡單易懂,富邦行動銀行,12
29524,Yu Shan Liu,5 顆星,2022年12月28日,優惠很優，省了不少，讚！,將來銀行 NEXT BANK,12
9339,我只是骨架大,4 顆星,2024年2月16日,還可以，功能太多有點亂。,富邦行動銀行,12
22034,謝俊益,1 顆星,2022年10月4日,密碼輸入正確還是不能登入,合作金庫銀行,12
10556,劉捷,1 顆星,2023年7月15日,已經更新了 但都無法使用,富邦行動銀行,12
356,CHERISH LI,1 顆星,2024年1月6日,Vivo X90無限閃退,國泰世華網路銀行CUBE,12
4886,Action Lin,1 顆星,2023年10月30日,更新後一直閃退無法使用！,中國信託行動銀行 Home Bank,12
14597,路天宇,1 顆星,2022年8月10日,爛透了 等了一星期才修復,元大銀行 Yuanta Commercial Bank,12
12507,Bro Bobcat,1 顆星,2022年5月4日,更新後無法查薪資明細了。,富邦行動銀行,12
3952,楓,5 顆星,2022年1月21日,非常好用，速度很快很好用,國泰世華網路銀行CUBE,12
20538,Iice A,1 顆星,2022年9月26日,更新後無法看到外匯走勢圖,玉山行動銀行,12
13145,CHH朱翰璇,1 顆星,2021年11月23日,需要一直更新 系統不穩定,富邦行動銀行,12
18285,孫中山,1 顆星,2023年12月28日,app需要改進 目前很爛,華南銀行+,12
12156,胡全緯,5 顆星,2022年8月1日,系統使用，簡潔，非常好用,富邦行動銀行,12
19391,楊阿勝,1 顆星,2023年12月27日,爛死了無卡提款要去銀行領,玉山行動銀行,12
13795,Violet He,1 顆星,2021年12月2日,經常閃退 連開都沒辦法開,兆豐銀行,12
29054,李竹華,5 顆星,2023年1月13日,使用方便.速度快.簡單。,DBS digibank TW 星展行動銀行,12
20599,リンチーンフオン,3 顆星,2022年9月3日,近期更新的版本耗電量很大,玉山行動銀行,12
24814,盧綱,1 顆星,2023年12月10日,評論和星星同樣載入中……,Richart,12
