index,name,score,dtm,text,app_name,text_length
13393,黃治維,2 顆星,2023年8月2日,無法更新至最新版本,兆豐銀行,9
9977,Tony Lu,5 顆星,2023年8月22日,Excellent,富邦行動銀行,9
9701,劉得利,5 顆星,2023年11月3日,很好，沒出過問題。,富邦行動銀行,9
29071,Jerry Huang,5 顆星,2022年7月27日,Well done,DBS digibank TW 星展行動銀行,9
6425,Quentin Chen,3 顆星,2022年10月6日,wonderful,中國信託行動銀行 Home Bank,9
18288,張炳財,5 顆星,2023年12月28日,清楚明確好用又快速,華南銀行+,9
9441,舞珩,5 顆星,2024年1月12日,簡單明瞭，使用便利,富邦行動銀行,9
19094,洪宏明,5 顆星,2024年3月26日,很好，有提醒用戶!,玉山行動銀行,9
26210,周宥岑,5 顆星,2022年3月13日,很方便，利息又不錯,Richart,9
30657,李明莉,1 顆星,2024年4月1日,為什麼一直無法登入,臺灣銀行-網路銀行隨身版,9
21425,ayumi s,5 顆星,2021年12月23日,非常方便 資訊分明,玉山行動銀行,9
20385,Miyabi Yamashita,1 顆星,2023年1月29日,很爛 常常登不進去,玉山行動銀行,9
8286,黃莉雯,2 顆星,2022年3月12日,一直再更新，有點煩,中國信託行動銀行 Home Bank,9
4972,William Yang,5 顆星,2023年10月5日,"直接操作,簡潔易懂",中國信託行動銀行 Home Bank,9
5079,林耀基,5 顆星,2023年9月4日,更新後速度順暢許多,中國信託行動銀行 Home Bank,9
13791,謝小忠,5 顆星,2021年12月6日,Excellent,兆豐銀行,9
9647,陳桐議,5 顆星,2023年11月17日,辛苦了，謝謝你們！,富邦行動銀行,9
28011,呂春仁,2 顆星,2023年8月20日,66m...64Z,LINE Bank,9
9673,張玉君,5 顆星,2023年11月9日,清楚簡單，方便操作,富邦行動銀行,9
5611,游健國,5 顆星,2023年4月18日,方便快速、操作簡單,中國信託行動銀行 Home Bank,9
18092,陳鵬中,5 顆星,2024年1月10日,超級讚，超級好用。,華南銀行+,9
11010,Andy Chao,1 顆星,2023年7月14日,無法更新，使用不了,富邦行動銀行,9
9685,Vanessa Chang,5 顆星,2023年11月7日,使用方便，快速查詢,富邦行動銀行,9
