index,name,score,dtm,text,app_name,text_length
26265,東方洬,5 顆星,2022年2月16日,非常好用的app,Richart,8
13176,曾家艎,5 顆星,2021年11月15日,簡單明瞭好操作！,富邦行動銀行,8
5497,KC SUNG,5 顆星,2023年5月21日,使用者界面很友善,中國信託行動銀行 Home Bank,8
17843,李建宏,3 顆星,2024年4月3日,要常更新才能進入,華南銀行+,8
238,Renee,2 顆星,2024年2月2日,App閃退打不開,國泰世華網路銀行CUBE,8
23128,蔡佑廷,2 顆星,2022年10月20日,優化差 卡頓嚴重,凱基銀行,8
28026,范綱修,3 顆星,2023年8月6日,希望能跟郵局合作,LINE Bank,8
20694,林世銘,5 顆星,2022年8月9日,系統穩定，好用。,玉山行動銀行,8
27315,皮皮可以吃,5 顆星,2023年9月20日,更新後好的非常多,新光銀行,8
11526,OvO Han,1 顆星,2023年4月23日,一直叫我重新登入,富邦行動銀行,8
7355,楊宗國,4 顆星,2022年4月29日,系統更新好用喔！,中國信託行動銀行 Home Bank,8
4117,陳宥勳,1 顆星,2022年1月5日,外幣換匯每天當機,國泰世華網路銀行CUBE,8
2252,黃總河,5 顆星,2022年10月14日,很好方便不用出門,國泰世華網路銀行CUBE,8
1290,知秋一葉,5 顆星,2023年4月1日,使用介面蠻人性化,國泰世華網路銀行CUBE,8
9850,Bruce Yeh,1 顆星,2023年9月25日,更新 卻一直轉圈,富邦行動銀行,8
13948,張惠鈞,5 顆星,2021年9月17日,尚未收到信用卡哦,兆豐銀行,8
11864,陳曉蘭,5 顆星,2022年12月5日,顯示速度快又正確,富邦行動銀行,8
16168,Lewis Chou,5 顆星,2021年9月11日,設計介面方便好用,第一銀行 第e行動,8
1302,馬嘉利,5 顆星,2023年3月30日,方便又好用，讚！,國泰世華網路銀行CUBE,8
9468,Marco Wu,5 顆星,2024年1月4日,很方便，功能齊全,富邦行動銀行,8
22681,翁菁霞,5 顆星,2024年3月25日,初體驗，還不錯！,凱基銀行,8
29008,小林,1 顆星,2023年8月9日,註冊後又無法登入,DBS digibank TW 星展行動銀行,8
4464,蘇小妹,1 顆星,2024年2月16日,連線不穩 有夠爛,中國信託行動銀行 Home Bank,8
20085,彭建忠,5 顆星,2023年6月10日,安全又安心，讚！,玉山行動銀行,8
12361,許小小斌,5 顆星,2022年6月13日,好使用，一目瞭然,富邦行動銀行,8
9544,簡炎明,4 顆星,2023年12月8日,服務熱忱，很好。,富邦行動銀行,8
15724,山風,5 顆星,2022年3月3日,使用方式清楚明白,第一銀行 第e行動,8
21356,Jesse Chu,1 顆星,2022年1月20日,經常顯示無法運作,玉山行動銀行,8
13482,Chen Jammy,2 顆星,2023年1月19日,不人性化，難操作,兆豐銀行,8
26188,劉怡臻,5 顆星,2022年3月17日,不錯用，介面清晰,Richart,8
29044,小王子,5 顆星,2023年2月1日,新鮮，新奇，好玩,DBS digibank TW 星展行動銀行,8
2341,ビビ,5 顆星,2022年10月3日,方便快速一目暸然,國泰世華網路銀行CUBE,8
4539,張筱媛,5 顆星,2024年1月30日,簡明扼要 好操作,中國信託行動銀行 Home Bank,8
1815,翁友良,3 顆星,2022年12月19日,🥱😤😝😝😑😮‍💨,國泰世華網路銀行CUBE,8
10239,Scarlett Yang,1 顆星,2023年7月15日,更新後，無法開啟,富邦行動銀行,8
27809,志張,1 顆星,2022年1月10日,無法更新，死當了,新光銀行,8
9893,阿德,5 顆星,2023年9月12日,蠻直覺的操作介面,富邦行動銀行,8
9922,Chuang Hank,5 顆星,2023年9月6日,符合我的操作習慣,富邦行動銀行,8
6173,Angel Kuo,5 顆星,2022年11月28日,操作介面易懂好用,中國信託行動銀行 Home Bank,8
3330,唐詩涵,1 顆星,2022年4月5日,完全進不去。。。,國泰世華網路銀行CUBE,8
26683,An Jo,1 顆星,2021年10月2日,無法下載欸？？？,Richart,8
18537,許明翔,1 顆星,2023年2月9日,怎麼又要重新下載,華南銀行+,8
13052,Joe Hsieh,5 顆星,2021年12月19日,好用的銀行app,富邦行動銀行,8
16328,蔡惠宇,5 顆星,2024年1月29日,操作介面簡單明瞭,永豐行動銀行,8
18934,陳俊華,5 顆星,2022年8月26日,Good job,華南銀行+,8
17619,陳建荃,3 顆星,2021年11月24日,無法更新一直跳出,永豐行動銀行,8
6041,ひわみかこ,5 顆星,2022年12月27日,非常方便～好用。,中國信託行動銀行 Home Bank,8
15209,Ed Wu,1 顆星,2024年1月24日,APP卡住不能用,第一銀行 第e行動,8
3751,bx,1 顆星,2022年2月17日,一直當，很不穩定,國泰世華網路銀行CUBE,8
15248,Shengwei Hsu,1 顆星,2023年10月9日,最爛的網銀app,第一銀行 第e行動,8
3263,董慶豐,1 顆星,2022年4月11日,信用卡帳單很難查,國泰世華網路銀行CUBE,8
