index,name,score,dtm,text,app_name,text_length
12780,恒嘉許,2 顆星,2022年3月2日,為何不能下載存摺明細比如pdf檔,富邦行動銀行,16
14151,Irin Hsu,1 顆星,2024年1月31日,一直轉圈圈，不知道第幾次無法順利更新了,元大銀行 Yuanta Commercial Bank,19
17214,Gino Li,1 顆星,2022年11月13日,一直收不到簡訊認證碼，真夠爛的！,永豐行動銀行,16
30678,周欣鋒,4 顆星,2024年1月1日,我資料明明輸入都正確為什麼顯示資料錯誤,臺灣銀行-網路銀行隨身版,19
26172,賴信宏,2 顆星,2022年3月20日,無法更新，也不能用舊的，一直要我更新,Richart,18
25672,廖子勳,1 顆星,2022年12月6日,手機號碼轉帳的問題到現在還是沒有處理,Richart,18
21568,Zeynep Bastık,1 顆星,2021年10月29日,一直閃退 好爛喔 貴公司沒錢維護了啊,玉山行動銀行,18
21416,陳小廷,1 顆星,2021年12月26日,更新之後用起來非常的頓…介面也沒舊的好…,玉山行動銀行,20
29787,IN 208,5 顆星,2022年7月5日,還蠻方便的，要優惠碼可以用RPF3F,將來銀行 NEXT BANK,18
3831,鍋子,5 顆星,2022年2月6日,國泰的網銀真的是用過最好用的網銀,國泰世華網路銀行CUBE,16
7745,葉家杰,1 顆星,2022年3月29日,是不是壞了怎麼不能下載也不能更新,中國信託行動銀行 Home Bank,16
17841,Bell Chen,5 顆星,2024年4月4日,問題有改善了！改回五星好評，謝謝,華南銀行+,16
15486,Hannah Chang,2 顆星,2022年8月30日,系統要求要更新，但一直無法更新？,第一銀行 第e行動,16
9012,Daniel LEE,1 顆星,2022年1月9日,無法更新，重載無法安裝，有辦法解嗎,中國信託行動銀行 Home Bank,17
25432,李姵瑈,1 顆星,2023年6月6日,請問為何無法下載，強迫更新就無法使用……,Richart,20
3779,Wayne韋恩,5 顆星,2022年2月13日,越來越簡易好用。謝謝一直再改善。,國泰世華網路銀行CUBE,16
30419,曾筠淇,5 顆星,2022年9月27日,真的很大方的直接轉帳給獎金，非常開心,樂天國際商業銀行,18
20266,yi-fa chou,2 顆星,2023年5月8日,使用者不便利，比過去的系統不穩定,玉山行動銀行,16
21353,李侑餘,4 顆星,2022年1月21日,忘記使用者名稱和密碼，無法登入。,玉山行動銀行,16
13766,ChaoLung Huang,1 顆星,2021年12月30日,更新完一直卡住，app沒有部門再管控嗎,兆豐銀行,19
24104,魚兒海裡游,1 顆星,2022年1月29日,強制更新，不更新就跳出這樣不優喔,台新銀行行動銀行,16
30674,李依紗,1 顆星,2024年1月8日,網頁一直累格忙線中，要重複登入才行。,臺灣銀行-網路銀行隨身版,18
3795,林麗莉,5 顆星,2022年2月10日,"超方便的APP, 讓我節省許多時間。",國泰世華網路銀行CUBE,18
8579,楊嗣煊,3 顆星,2022年3月12日,明明已經更新完了，一直跳訊息出來叫我更新,中國信託行動銀行 Home Bank,20
3177,楊惠君,1 顆星,2022年4月26日,為何更新後，重複跳出開啟畫面，卻無法開啟,國泰世華網路銀行CUBE,20
31433,Andre Hsu,1 顆星,2021年10月3日,怎麼都不能更新啊！急著要用錢！會逼死人！,臺灣銀行-網路銀行隨身版,20
10908,林嘉雯,1 顆星,2023年7月14日,無法更新，一直當機，無法使用，爛,富邦行動銀行,16
7626,LiWen Chen,5 顆星,2022年4月5日,升級到安卓12後無法使用 指紋簡易登入,中國信託行動銀行 Home Bank,19
30520,Kuihao Chang,5 顆星,2022年6月13日,請問從他行ATM用金融卡存款會扣手續費嗎,樂天國際商業銀行,20
17075,李恩霈,3 顆星,2023年1月9日,跨行匯款次數每月只有3次，次數過少,永豐行動銀行,17
11925,Mars Mars,1 顆星,2022年11月4日,永遠被閃退，能做點更穩定的系統嗎？,富邦行動銀行,17
19348,RUEI-SONG FANG,5 顆星,2024年1月16日,在用過的銀行系統中，反應速度是最即時的,玉山行動銀行,19
2000,jack yao,1 顆星,2022年12月1日,系統忙碌中不能轉帳，沒用過這麼爛的,國泰世華網路銀行CUBE,17
11716,黃冠瑜,5 顆星,2023年2月13日,While (true){good😁},富邦行動銀行,19
4293,YO -,1 顆星,2024年4月3日,無法開啟APP，顯示APP1031,中國信託行動銀行 Home Bank,17
20478,James Hsu,1 顆星,2022年10月16日,一直佔用10％以上的CPU是搞錯什麼,玉山行動銀行,18
10705,小建建,1 顆星,2023年7月15日,要求更新，卻一直沒有新app可更新,富邦行動銀行,17
9555,陳逸群,5 顆星,2023年12月5日,使用者操作介面直覺 轉帳功能很不錯,富邦行動銀行,17
13449,林錦煌,1 顆星,2023年4月27日,你家 app都沒辦法進 都在閃退,兆豐銀行,16
386,蘇育弘,1 顆星,2024年1月2日,為何一直閃爍程式開不起來..真爛,國泰世華網路銀行CUBE,16
1626,Ray,1 顆星,2023年1月21日,Koko跨轉取消 也不提醒 倒是廣告一堆,國泰世華網路銀行CUBE,20
10953,mm,1 顆星,2023年7月14日,我按指示更新後完全無法使用，一直要我更新,富邦行動銀行,20
19580,大叔時刻,2 顆星,2023年11月2日,10/31使用圖形密碼就一直轉圈登入中,玉山行動銀行,19
25147,Stacey Lo,1 顆星,2023年8月14日,換新版後，使用上更不順，越改越差,Richart,16
1564,Celia Yang,4 顆星,2023年2月2日,之前碰到要排隊登入，現在又沒問題了,國泰世華網路銀行CUBE,17
5186,센야셰,1 顆星,2023年8月5日,呼叫垃圾工程師，突然不能用了是怎樣？,中國信託行動銀行 Home Bank,18
15875,柯建宏,5 顆星,2022年1月3日,很棒！雖然我是用戶，還在用心學習～,第一銀行 第e行動,17
29992,SHU MING SYU,5 顆星,2022年4月6日,開戶輸推薦碼【XZXXJ】拿優惠！！,將來銀行 NEXT BANK,18
14745,Mike Lin,1 顆星,2022年6月20日,突然不能登錄 一直跑100% 是怎樣,元大銀行 Yuanta Commercial Bank,18
30857,Peter,2 顆星,2023年3月16日,台灣pay只有圖形解鎖，無指紋解鎖，難用,臺灣銀行-網路銀行隨身版,20
28914,許惟,1 顆星,2023年8月21日,真的很爛，都一星期了，APP還是不能用.,DBS digibank TW 星展行動銀行,20
30316,Wesley衛,3 顆星,2023年3月26日,退出APP怎麼那麼麻煩要一直按返回鍵,樂天國際商業銀行,18
31008,WJ willie (三哥),4 顆星,2022年7月29日,更新後不能用了；已重新安裝可已使用。,臺灣銀行-網路銀行隨身版,18
30868,sj Lin,1 顆星,2023年2月7日,帳戶金額異動不會推播或LINE通知,臺灣銀行-網路銀行隨身版,17
14738,Chengchang Tsai,1 顆星,2022年6月24日,完全打不開，你們家工程師職缺沒開是不是？,元大銀行 Yuanta Commercial Bank,20
21885,朱瑞益,5 顆星,2023年6月11日,服務親切良好-很貼心顧客至上的VlP,合作金庫銀行,18
22058,Paul H,3 顆星,2022年8月4日,指紋一直無法登入，一直顯示錯誤-1,合作金庫銀行,17
30391,天立,5 顆星,2022年11月27日,滿好用的 請輸入邀請碼 HYALP9,樂天國際商業銀行,18
22407,Xinbang Lin,4 顆星,2021年4月25日,請問有辦法新增自動入帳通知 之類的嗎？,合作金庫銀行,19
20612,李貫逢,5 顆星,2022年9月1日,玉山的網銀真的很不錯 比其他家優秀,玉山行動銀行,17
15437,LIU湧,1 顆星,2022年9月20日,"用APP繳卡費還要扣手續費用,有點爛",第一銀行 第e行動,18
16197,sk2mcc,1 顆星,2021年9月8日,無法更新 無法安裝 留言還會被刪,第一銀行 第e行動,16
29821,楊士寬,4 顆星,2022年6月20日,請增加刷卡交易限額的設定 避免盜刷,將來銀行 NEXT BANK,17
2087,J. K,5 顆星,2022年11月20日,簡單好用，轉出入帳都能及時通知！,國泰世華網路銀行CUBE,16
2367,鄭柔兒,5 顆星,2022年9月26日,介面越來越美 很好看 順暢度很優,國泰世華網路銀行CUBE,16
30503,fan yi,5 顆星,2022年7月8日,請問app無法下載？該怎麼辦呢？謝謝。,樂天國際商業銀行,19
25542,YT N,4 顆星,2023年3月14日,有時會稍稍lad外，使用過程都還淺顯易懂,Richart,20
22261,林香檳,5 顆星,2021年11月6日,好用，台灣pay回饋現金超好用！,合作金庫銀行,16
26543,林彥富,1 顆星,2021年11月22日,已經幾個禮拜開不了程式了，加油好嗎？,Richart,18
8234,陳美珠,1 顆星,2022年3月13日,更新後還一直說更新版本，無法進入,中國信託行動銀行 Home Bank,16
22007,Urias Chuang (莊士賢),5 顆星,2022年12月1日,APP開發者很優秀，合庫要珍惜人才,合作金庫銀行,17
24459,藍海,1 顆星,2021年12月16日,為什麼一直在轉圈圈啊🙄🙄🙄🙄都好幾天了,台新銀行行動銀行,19
3685,Kevin Hsu,5 顆星,2022年2月27日,方便，好用，真的不需要帶實體卡出門了,國泰世華網路銀行CUBE,18
10377,李純華,1 顆星,2023年7月15日,為何無法更新，請提供正确更新程式,富邦行動銀行,16
9460,Js Chen,5 顆星,2024年1月6日,各項功能一目了然，操作簡單容易，很不錯！,富邦行動銀行,20
14992,黃惠偵,1 顆星,2021年12月21日,app一直進不去到底怎麼回事？？？。。😤,元大銀行 Yuanta Commercial Bank,20
28963,Eric Liu,1 顆星,2023年8月15日,原花旗用戶申請新帳戶一直失敗，爛爆。,DBS digibank TW 星展行動銀行,18
25310,劉明泓,1 顆星,2023年8月4日,相機權限已經允許了，還是無法上傳照片,Richart,18
29252,Jim,5 顆星,2024年3月26日,將來銀行的跨轉和跨堤免費，真的很棒👍,將來銀行 NEXT BANK,18
22916,JACKET,1 顆星,2022年11月19日,慢死了又難用！爛！凱基沒一個專業的人,凱基銀行,18
10382,Beatrice Chen,3 顆星,2023年7月15日,完全無法使用連原來的舊app也當在那裡,富邦行動銀行,19
1279,Jason Jason,2 顆星,2023年4月6日,出入帳怎麼都不通知了，連簡訊都沒有了。,國泰世華網路銀行CUBE,19
10881,Chen Ciara,1 顆星,2023年7月14日,請問我要在那邊升級我的版本！！我很急著用,富邦行動銀行,20
26386,Chi-fang Chen,1 顆星,2022年1月6日,好幾天都是系統忙碌中，到底是怎樣…,Richart,17
30067,吳元龍,4 顆星,2022年3月29日,輸入推薦碼拿好康 wilson581,將來銀行 NEXT BANK,18
6815,陳善政,5 顆星,2022年7月26日,近期有感覺到改善許多，有進步值得獎勵。,中國信託行動銀行 Home Bank,19
1376,魏勝傑,5 顆星,2023年3月14日,補繳信用卡自動扣繳不足款超便利，讚啦！,國泰世華網路銀行CUBE,19
10342,謝錦瑩（JOANNA）,1 顆星,2023年7月15日,系統要求更新憑證，點了又沒反應？,富邦行動銀行,16
21454,橋橋,5 顆星,2021年12月8日,客服很認真又貼心，可以使用了，謝謝,玉山行動銀行,17
23138,zc j,5 顆星,2022年10月18日,有心了，凱基終於進入21世紀了！好感動,凱基銀行,19
26098,Fenix,2 顆星,2022年4月1日,指紋辨識登入最近開始無法使用 請協助修復,Richart,20
11678,Avery Yang,1 顆星,2023年3月7日,"最醜最難用的銀行app,能不用就不用",富邦行動銀行,18
16494,Jenny chou,1 顆星,2023年11月5日,一直停在永豐銀行四個字，完全不會進去！,永豐行動銀行,19
26027,golden ho,5 顆星,2022年4月29日,可以吧，怎查不到證券開戶的申請進度？,Richart,18
18525,jim ko,2 顆星,2023年3月16日,台幣支存明細要有支票號碼~~~不好對帳,華南銀行+,19
9953,黃建誌,5 顆星,2023年8月28日,界面很流暢，容易操作。 體驗起來還不錯,富邦行動銀行,19
18939,Chen Jiunn,1 顆星,2022年8月25日,手機無法用簡訊認證，華銀pay無法使用,華南銀行+,19
30365,Picard H,1 顆星,2022年12月21日,每次存完定存都要我做app評價很煩,樂天國際商業銀行,17
20044,ゔぃ,3 顆星,2023年6月20日,連個電子郵件都沒有🥲我要取消申請怎麼用,玉山行動銀行,19
21050,張辰翰,1 顆星,2022年4月2日,更新後不能登入，一直顯示為綁定成功,玉山行動銀行,17
12685,London,1 顆星,2022年3月16日,程式非常爛 常常登錄不進去要刪除程式才行,富邦行動銀行,20
4137,Carol Chuang,2 顆星,2022年1月3日,ATM轉帳只能用qrcode，很不方便,國泰世華網路銀行CUBE,19
500,tom luo,1 顆星,2023年12月6日,Vivo x90 更新完，一直閃退進不去,國泰世華網路銀行CUBE,20
9255,C.Y. Chen,1 顆星,2024年3月16日,這麼大間的銀行，網路也可以爛掉，無法登入,富邦行動銀行,20
13173,郭守軒,5 顆星,2021年11月15日,使用感受非常好 非常親切且速度令人滿意,富邦行動銀行,19
5691,amy amy,5 顆星,2023年3月30日,不用出門，就可轉帳，太方便了，謝謝您,中國信託行動銀行 Home Bank,18
20623,Emma Tsai,3 顆星,2022年8月30日,為什麼通知訊息的聲音不再是硬幣聲,玉山行動銀行,16
15163,吳言,2 顆星,2021年10月4日,糟了個糕 一直轉圈不動作 我是華為p30,元大銀行 Yuanta Commercial Bank,20
7365,jungle chiang,5 顆星,2022年4月27日,操作都還蠻方便的，app效能也很即時,中國信託行動銀行 Home Bank,18
18125,楊閔智,1 顆星,2024年1月7日,更新完 為啥圖形登錄完全沒反應😑😑😑,華南銀行+,18
16150,詹朝為,1 顆星,2021年9月11日,無法更新從新下載又不行很不方便問題太多了,第一銀行 第e行動,20
10482,Hazel Chen,2 顆星,2023年7月15日,更新憑證一直無法順利下載更新，無限鬼打牆,富邦行動銀行,20
9170,劉昶佑,5 顆星,2021年12月26日,用過蠻多間，中國信託的快速、方便,中國信託行動銀行 Home Bank,16
13885,明龍洪,1 顆星,2021年10月9日,真的很差勁，它行的app真的好用多了。,兆豐銀行,19
31274,Alice York,2 顆星,2022年3月28日,同樣的帳號密碼竟然顯示錯誤，太扯了😑,臺灣銀行-網路銀行隨身版,18
