index,name,score,dtm,text,app_name,text_length
18225,孫翊翔,5 顆星,2023年12月30日,版面簡易明聊，,華南銀行+,7
8726,Rain Jeng,5 顆星,2022年2月18日,方便快速又安全,中國信託行動銀行 Home Bank,7
6611,L H,5 顆星,2022年9月5日,使用直接又方便,中國信託行動銀行 Home Bank,7
4339,李聖權,5 顆星,2024年3月23日,方便，中獎率高,中國信託行動銀行 Home Bank,7
12215,天生色狼,4 顆星,2022年7月18日,長期使用無問題,富邦行動銀行,7
19112,楊琳,5 顆星,2024年3月21日,方便快速上手！,玉山行動銀行,7
12693,楊凱恩,1 顆星,2022年3月14日,進不去，壞掉了,富邦行動銀行,7
7504,suyu yen,2 顆星,2022年4月15日,都無登入，爛。,中國信託行動銀行 Home Bank,7
14292,李小恒,1 顆星,2023年3月31日,更新完後不能開,元大銀行 Yuanta Commercial Bank,7
4761,惠惠,1 顆星,2023年11月25日,手續費15太高,中國信託行動銀行 Home Bank,7
8251,楊涼,2 顆星,2022年3月12日,因多會忘記密碼,中國信託行動銀行 Home Bank,7
21226,鄧昱琦,5 顆星,2022年2月23日,真的方便又好用,玉山行動銀行,7
15701,陳德松,1 顆星,2022年3月5日,要轉多久的圈圈,第一銀行 第e行動,7
7553,張榮發,1 顆星,2022年4月11日,爛死 還刪評論,中國信託行動銀行 Home Bank,7
25124,黃先生,5 顆星,2023年8月17日,好用選項清楚。,Richart,7
984,楊愛紗,5 顆星,2023年6月30日,匯率優惠又方便,國泰世華網路銀行CUBE,7
18411,劉芳芳,1 顆星,2023年7月4日,超級爛的app,華南銀行+,7
6244,Rex Shih,5 顆星,2022年11月12日,正在適應的方便,中國信託行動銀行 Home Bank,7
11779,mooddiary,5 顆星,2023年1月7日,版面簡潔好用。,富邦行動銀行,7
26459,林孝輝,5 顆星,2021年12月16日,方便性高🤗🤗🤗,Richart,7
17635,楊淑萍,1 顆星,2021年11月24日,不能更新……爛,永豐行動銀行,7
29860,wendy chuang,2 顆星,2022年5月18日,邀請碼無法變更,將來銀行 NEXT BANK,7
30595,慶,1 顆星,2022年1月14日,更新卡在76%,樂天國際商業銀行,7
15081,wang eva,1 顆星,2021年11月26日,app異常錯誤,元大銀行 Yuanta Commercial Bank,7
16034,黃靈兒,1 顆星,2021年9月30日,還是無法安裝欸,第一銀行 第e行動,7
27296,王士源 Shan,1 顆星,2023年9月22日,開完就當在那裡,新光銀行,7
29831,張瀚元,5 顆星,2022年6月15日,很棒很好方便。,將來銀行 NEXT BANK,7
620,ardigo wen,5 顆星,2023年11月6日,國泰app好用,國泰世華網路銀行CUBE,7
2850,Iris Liu,5 顆星,2022年7月6日,方便操作 很棒,國泰世華網路銀行CUBE,7
7420,張宗傑,3 顆星,2022年4月24日,剛找不到鈦金卡,中國信託行動銀行 Home Bank,7
12419,張仲堅,5 顆星,2022年5月30日,很好用的app,富邦行動銀行,7
12192,林书墨,1 顆星,2022年7月21日,不能更新和下載,富邦行動銀行,7
30256,Andy Chen,5 顆星,2023年5月5日,很棒的網路銀行,樂天國際商業銀行,7
18551,Neptune聶譜燉,5 顆星,2023年2月2日,使用上沒問題。,華南銀行+,7
28146,蔡丞彥,1 顆星,2023年2月26日,使用體驗非常差,LINE Bank,7
5475,洪重葳,1 顆星,2023年5月27日,难用的像个垃圾,中國信託行動銀行 Home Bank,7
3717,劉永昌,5 顆星,2022年2月23日,不能更新連不上,國泰世華網路銀行CUBE,7
17788,謝玄哲,5 顆星,2021年6月16日,實用，功能佳。,永豐行動銀行,7
21687,李忠謙,2 顆星,2024年3月12日,伺服器又掛了…,合作金庫銀行,7
686,單家民,5 顆星,2023年10月11日,這樣使用很方便,國泰世華網路銀行CUBE,7
24830,王銘專,1 顆星,2023年12月7日,更新後無法開啟,Richart,7
8020,Lai尼可,3 顆星,2022年3月16日,無法更新下載啊,中國信託行動銀行 Home Bank,7
2361,Ti Yeh,5 顆星,2022年9月28日,exelent,國泰世華網路銀行CUBE,7
3533,郭連春,5 顆星,2022年3月11日,快速資料傳送。,國泰世華網路銀行CUBE,7
21278,fusheng Yu,4 顆星,2022年2月15日,app功能完善,玉山行動銀行,7
28796,李承霖,5 顆星,2024年1月26日,"資訊足,效率好",DBS digibank TW 星展行動銀行,7
27034,陳太郎,5 顆星,2023年11月25日,我喜歡新光銀行,新光銀行,7
9375,Emma Wang,5 顆星,2024年2月3日,簡單明瞭好操作,富邦行動銀行,7
12108,allan huang,5 顆星,2022年8月10日,"都很好,加油！",富邦行動銀行,7
9760,Allen Y,1 顆星,2023年10月15日,App無法登錄,富邦行動銀行,7
