index,name,score,dtm,text,app_name,text_length
26212,GFL,1 顆星,2022年3月12日,一直載入中轉圈 無法正常開啟,Richart,14
19333,Lydia Lee,5 顆星,2024年1月21日,帳戶各個內容，清楚又方便使用,玉山行動銀行,14
16200,劉建亨,5 顆星,2024年4月4日,有免手續費轉帳，畫面清楚，推,永豐行動銀行,14
26596,yuchi lin,1 顆星,2021年11月7日,"請問,r幣會員就無法開戶嗎？",Richart,14
5761,潘柏翔,1 顆星,2023年3月7日,希望維修的公告可以再清楚一點,中國信託行動銀行 Home Bank,14
13353,Harry lin,4 顆星,2023年10月2日,"無法更新,重新安裝就可以使用",兆豐銀行,14
16261,YANG CHENG,5 顆星,2024年3月13日,"很棒的app,很好的使用經驗",永豐行動銀行,14
24764,郭文龍,5 顆星,2023年12月27日,前所未有的順手軟體，超好用！,Richart,14
25726,Holicky Red,1 顆星,2022年11月6日,爛透要急用時就在強迫更新，幹,Richart,14
17507,Vita Shiu,2 顆星,2022年1月6日,為何一直跑圈圈，無法更新呢？,永豐行動銀行,14
4231,David Hung,1 顆星,2021年12月21日,無法下載更新，一直無限輪廻！,國泰世華網路銀行CUBE,14
29523,jessicarabbit,5 顆星,2022年12月28日,★我的邀請碼：5BRE2 …,將來銀行 NEXT BANK,14
6147,蔡宗洋,1 顆星,2022年12月1日,登進去一直叫我重開，爛死了~,中國信託行動銀行 Home Bank,14
24870,翁珅鋌,5 顆星,2023年11月29日,可愛的理查，拐人把錢存在這裡,Richart,14
9790,Cong Wen Shen,1 顆星,2023年10月6日,Always Loading,富邦行動銀行,14
20793,c tseng,5 顆星,2022年7月10日,改版後 定存可以在app設置,玉山行動銀行,14
18667,展賢,5 顆星,2022年11月30日,已更新 + good job,華南銀行+,14
7834,郭瑜芬,1 顆星,2022年3月23日,無法更新 刪除後卻沒辦法下載,中國信託行動銀行 Home Bank,14
7650,森羅日下部,1 顆星,2022年4月2日,改版後超爛，首頁排版整個亂掉,中國信託行動銀行 Home Bank,14
28361,陳玫君,5 顆星,2022年6月27日,方便又省時，還可以儲蓄，真讚,LINE Bank,14
11490,林盈宏,5 顆星,2023年5月3日,功能完整，配置簡潔，容易操作,富邦行動銀行,14
22846,Min-Fong “K” Ciou,5 顆星,2023年1月1日,最新版本順多了，改回五星好評,凱基銀行,14
20403,JY Li,1 顆星,2023年1月10日,程式更新居然被迫重新綁定裝置,玉山行動銀行,14
26081,DD巫昌庭（DD）,1 顆星,2022年4月3日,更新都無法 重新下載也不行？,Richart,14
1781,林Justin,1 顆星,2022年12月25日,無法下载與裝置不容未考慮相容,國泰世華網路銀行CUBE,14
30305,Teresa,5 顆星,2023年4月1日,使用操作 方便簡潔 很人性化,樂天國際商業銀行,14
20118,曾燕平,5 顆星,2023年6月5日,玉山銀行APP好用 操作方便,玉山行動銀行,14
4946,林雅娟,1 顆星,2023年10月14日,無法連線時間太久～超過5小時,中國信託行動銀行 Home Bank,14
9805,Yan Yan,1 顆星,2023年10月5日,每次登入一直等待！登不進去！,富邦行動銀行,14
7554,Chia Liang Chu,1 顆星,2022年4月10日,改版後的排版方式，非常不便利,中國信託行動銀行 Home Bank,14
21188,Judy Hsu,3 顆星,2022年3月4日,請問為什麼下載不了app呢？,玉山行動銀行,14
30738,黃秀華,1 顆星,2023年10月6日,老是在系統維護！很爛的app,臺灣銀行-網路銀行隨身版,14
24571,夜夜,1 顆星,2024年3月22日,一天到晚在更新，什麼爛app,Richart,14
16845,Allan Pan,5 顆星,2023年5月10日,轉帳超方便，又免手續費，好用,永豐行動銀行,14
21626,陳先生,1 顆星,2021年10月19日,沒辦法登錄到底是怎樣 搞毛膩,玉山行動銀行,14
14021,cobra,1 顆星,2021年7月19日,無法更新，刪除後重裝裝不起來,兆豐銀行,14
31249,糖果,1 顆星,2022年5月12日,看到一堆負評超爛的，無法轉帳,臺灣銀行-網路銀行隨身版,14
2530,Michael Li (承儒-蟾蜍),1 顆星,2022年8月24日,更新安卓13後無法使用app,國泰世華網路銀行CUBE,14
17984,Jonas Liu,5 顆星,2024年2月5日,操作畫面簡潔，功能說明很清楚,華南銀行+,14
27548,yun Shan,1 顆星,2022年10月12日,更新後狂閃退，不能查存款，暈,新光銀行,14
27413,Manchester Stephen,1 顆星,2023年8月24日,指紋辨識登不進到底修不修啊？,新光銀行,14
29892,呂仁凱,5 顆星,2022年4月26日,9SZQ9推薦碼拿200點哦,將來銀行 NEXT BANK,14
14908,張谷雲,1 顆星,2022年2月24日,爛死了昨日當機到現在都不能用,元大銀行 Yuanta Commercial Bank,14
6363,天富黃,5 顆星,2022年10月18日,"方便,轉帳好用,免去銀行排隊",中國信託行動銀行 Home Bank,14
24722,星星星,4 顆星,2024年1月11日,刷卡或是轉帳手機怎麼沒跳通知,Richart,14
12403,潘錫恩,5 顆星,2022年6月2日,介面很人性，使用者操作方便！,富邦行動銀行,14
5655,SHENG HUANG,5 顆星,2023年4月7日,好用，ATM據點很多，很方便,中國信託行動銀行 Home Bank,14
10700,Miran Tzang,1 顆星,2023年7月15日,網路銀行進不去！！！！！！！,富邦行動銀行,14
12051,Joyce Lin,5 顆星,2022年9月3日,轉帳蠻方便，還可以自己備註。,富邦行動銀行,14
3622,游佳燕,5 顆星,2022年3月7日,銀行業裡，app相較好用很多,國泰世華網路銀行CUBE,14
11595,John Hsu,5 顆星,2023年4月4日,操作介面簡單且實用的好工具！,富邦行動銀行,14
2181,Amy Wu,5 顆星,2022年10月30日,直覺性按鍵操作方便，速度流暢,國泰世華網路銀行CUBE,14
28086,Elena lu,1 顆星,2023年5月7日,一直轉圈圈 請快點處理 謝謝,LINE Bank,14
9887,鄭宸雅,5 顆星,2023年9月13日,轉帳可以直接拍照掃描，超棒的,富邦行動銀行,14
3342,蔡雅文,1 顆星,2022年4月5日,更新後一直打不開 說網路異常,國泰世華網路銀行CUBE,14
22201,CHRIS,1 顆星,2022年3月1日,用過最爛的銀行app沒有之一,合作金庫銀行,14
11606,Nicole Shen,5 顆星,2023年4月3日,帳戶金額每次看都不是很即時的,富邦行動銀行,14
7201,柯亞杏,5 顆星,2022年5月25日,真的非常非常方便 荷包不保。,中國信託行動銀行 Home Bank,14
24482,阿俊,1 顆星,2021年12月13日,登錄老半天，一直轉還登不進去,台新銀行行動銀行,14
15320,福福,5 顆星,2023年5月2日,摘要僅能 寫四個字 實在太少,第一銀行 第e行動,14
11087,Angel Kao,1 顆星,2023年7月14日,重新安裝還是不能更新憑證 爛,富邦行動銀行,14
3281,黃志鉛,4 顆星,2022年4月9日,很方便又好用。值得你去開戶。,國泰世華網路銀行CUBE,14
20905,陳朝收,5 顆星,2022年4月29日,迅速方便，玉山行動銀行好便利,玉山行動銀行,14
5367,王承知,5 顆星,2023年6月25日,服务亲切，是一个很好的银行！,中國信託行動銀行 Home Bank,14
27737,Mark Chen,3 顆星,2022年6月20日,更新後入帳出帳沒有推撥通知了,新光銀行,14
783,黃逗逗,5 顆星,2023年9月5日,服務態度良好親切說明指導操作,國泰世華網路銀行CUBE,14
