index,name,score,dtm,text,app_name,text_length
3384,陳姿玲,5 顆星,2022年4月5日,Ok,國泰世華網路銀行CUBE,2
7430,n Edwi,5 顆星,2022年4月23日,好用,中國信託行動銀行 Home Bank,2
17529,楊錦玲,5 顆星,2021年12月2日,讚！,永豐行動銀行,2
22193,吳智珺,5 顆星,2022年3月14日,好用,合作金庫銀行,2
6484,Victor Hsu,5 顆星,2022年9月26日,方便,中國信託行動銀行 Home Bank,2
26838,jason wang,5 顆星,2023年11月26日,好用,新光銀行,2
2549,張志輝,5 顆星,2022年8月20日,很棒,國泰世華網路銀行CUBE,2
11715,林佩宜,5 顆星,2023年2月15日,讚。,富邦行動銀行,2
27418,陳武全,4 顆星,2023年8月10日,好的,新光銀行,2
18069,亦賢,5 顆星,2024年1月15日,不錯,華南銀行+,2
16724,A philip,5 顆星,2023年7月3日,好。,永豐行動銀行,2
16342,及時雨,5 顆星,2024年1月15日,很順,永豐行動銀行,2
26804,mee,5 顆星,2023年11月26日,很棒,新光銀行,2
7274,賴琮瑋,5 顆星,2022年5月10日,好用,中國信託行動銀行 Home Bank,2
3932,杜文君,4 顆星,2022年1月22日,方便,國泰世華網路銀行CUBE,2
2063,洪小一,5 顆星,2022年11月26日,方便,國泰世華網路銀行CUBE,2
2223,Marco Lu,4 顆星,2022年10月20日,好用,國泰世華網路銀行CUBE,2
8846,Mardy Wei,5 顆星,2022年1月24日,好用,中國信託行動銀行 Home Bank,2
1272,吳秀珍,5 顆星,2023年4月8日,好用,國泰世華網路銀行CUBE,2
13261,1223343 androd1356,5 顆星,2024年3月31日,好用,兆豐銀行,2
17599,JOYCE TSENG,3 顆星,2021年11月24日,尚可,永豐行動銀行,2
9330,goose106s chiacl,5 顆星,2024年2月21日,讚！,富邦行動銀行,2
4988,煙斗富,5 顆星,2023年10月1日,好用,中國信託行動銀行 Home Bank,2
2161,黄澤權,5 顆星,2022年11月3日,OK,國泰世華網路銀行CUBE,2
12737,C F,5 顆星,2022年3月5日,很棒,富邦行動銀行,2
15914,Mary Lee,5 顆星,2021年12月30日,好用,第一銀行 第e行動,2
12475,胡鳳蓀,1 顆星,2022年5月11日,爛透,富邦行動銀行,2
15925,許朝慶,5 顆星,2021年12月30日,好用,第一銀行 第e行動,2
20766,劉淑芳,4 顆星,2022年7月14日,方便,玉山行動銀行,2
5062,Chou Chung Hua,5 顆星,2023年9月8日,好用,中國信託行動銀行 Home Bank,2
3543,le senz,5 顆星,2022年3月10日,方便,國泰世華網路銀行CUBE,2
4007,廖偉智,4 顆星,2022年1月12日,很好,國泰世華網路銀行CUBE,2
8898,ChiaYu Liang,5 顆星,2022年1月16日,好用,中國信託行動銀行 Home Bank,2
19166,雅淇,5 顆星,2024年3月5日,好用,玉山行動銀行,2
21247,高典珠寶有限公司,5 顆星,2022年2月22日,好用,玉山行動銀行,2
30209,葉亞薇,4 顆星,2023年8月22日,順暢,樂天國際商業銀行,2
28808,史明嘉,4 顆星,2023年12月18日,OK,DBS digibank TW 星展行動銀行,2
6451,游惠鈴,5 顆星,2022年10月1日,好用,中國信託行動銀行 Home Bank,2
4322,游小十,5 顆星,2024年3月30日,方便,中國信託行動銀行 Home Bank,2
8347,吳秀娟,5 顆星,2022年3月12日,很好,中國信託行動銀行 Home Bank,2
26783,王信芬,5 顆星,2023年11月26日,好棒,新光銀行,2
17172,文瑞寶,3 顆星,2023年1月2日,快速,永豐行動銀行,2
9880,董木生,5 顆星,2023年9月14日,烏拉,富邦行動銀行,2
13931,許詔傑,5 顆星,2021年9月22日,好用,兆豐銀行,2
17613,王秉源,5 顆星,2021年11月24日,好用,永豐行動銀行,2
18262,高燕飛,4 顆星,2023年12月29日,好用,華南銀行+,2
20154,Ming Lin (Akimo),5 顆星,2023年6月2日,方便,玉山行動銀行,2
26898,陳品蓁,5 顆星,2023年11月26日,好用,新光銀行,2
1966,kno a,5 顆星,2022年12月1日,方便,國泰世華網路銀行CUBE,2
6587,歐福龍,5 顆星,2022年9月9日,好用,中國信託行動銀行 Home Bank,2
16786,王光鑽,5 顆星,2023年6月8日,好用,永豐行動銀行,2
5558,李宗儒,5 顆星,2023年5月1日,放便,中國信託行動銀行 Home Bank,2
1800,楊青雲,5 顆星,2022年12月22日,好用,國泰世華網路銀行CUBE,2
7271,耿怡萍,5 顆星,2022年5月10日,好用,中國信託行動銀行 Home Bank,2
2317,康雲飛,5 顆星,2022年10月7日,優秀,國泰世華網路銀行CUBE,2
19311,john chic,5 顆星,2024年1月31日,很棒,玉山行動銀行,2
29872,郭寀樺,5 顆星,2022年5月9日,好用,將來銀行 NEXT BANK,2
19323,陳育瑞,5 顆星,2024年1月25日,好用,玉山行動銀行,2
