index,name,score,dtm,text,app_name,text_length
18225,孫翊翔,5 顆星,2023年12月30日,版面簡易明聊，,華南銀行+,7
8726,Rain Jeng,5 顆星,2022年2月18日,方便快速又安全,中國信託行動銀行 Home Bank,7
12107,Huh-pyng Chu,5 顆星,2022年8月10日,簡單易操作,富邦行動銀行,5
5484,古倫維,5 顆星,2023年5月23日,方便訊速,中國信託行動銀行 Home Bank,4
9413,陳文峰,5 顆星,2024年1月23日,使用方便,富邦行動銀行,4
12097,鄭大哥,5 顆星,2022年8月12日,方便又好用,富邦行動銀行,5
6229,李湘琪,5 顆星,2022年11月15日,很方便,中國信託行動銀行 Home Bank,3
26265,東方洬,5 顆星,2022年2月16日,非常好用的app,Richart,8
25830,Lupin Boris,5 顆星,2022年8月29日,方便好用,Richart,4
11586,Wang Evan,5 顆星,2023年4月6日,介面簡潔,富邦行動銀行,4
26163,Ellen Deng,2 顆星,2022年3月21日,一直無法更新,Richart,6
17764,葉博志,5 顆星,2021年7月15日,方便好用,永豐行動銀行,4
3384,陳姿玲,5 顆星,2022年4月5日,Ok,國泰世華網路銀行CUBE,2
6611,L H,5 顆星,2022年9月5日,使用直接又方便,中國信託行動銀行 Home Bank,7
26831,Tasy Fan,5 顆星,2023年11月26日,新app好用,新光銀行,6
16568,黃啟洋,5 顆星,2023年9月27日,好,永豐行動銀行,1
7430,n Edwi,5 顆星,2022年4月23日,好用,中國信託行動銀行 Home Bank,2
27122,黃秋奇,5 顆星,2023年11月24日,新版本好用，使用容易,新光銀行,10
13176,曾家艎,5 顆星,2021年11月15日,簡單明瞭好操作！,富邦行動銀行,8
29211,y chen,1 顆星,2021年5月14日,成日跳出晝面,DBS digibank TW 星展行動銀行,6
5497,KC SUNG,5 顆星,2023年5月21日,使用者界面很友善,中國信託行動銀行 Home Bank,8
11449,林德祺,5 顆星,2023年5月11日,蠻好用的,富邦行動銀行,4
28777,Er Huang,1 顆星,2024年3月14日,最近一直閃退,DBS digibank TW 星展行動銀行,6
17529,楊錦玲,5 顆星,2021年12月2日,讚！,永豐行動銀行,2
22193,吳智珺,5 顆星,2022年3月14日,好用,合作金庫銀行,2
4339,李聖權,5 顆星,2024年3月23日,方便，中獎率高,中國信託行動銀行 Home Bank,7
16651,洪麗雪,5 顆星,2023年8月7日,讚,永豐行動銀行,1
13393,黃治維,2 顆星,2023年8月2日,無法更新至最新版本,兆豐銀行,9
5135,詹鳳娥,5 顆星,2023年8月21日,Good,中國信託行動銀行 Home Bank,4
17843,李建宏,3 顆星,2024年4月3日,要常更新才能進入,華南銀行+,8
2548,王凱弘,5 顆星,2022年8月21日,good,國泰世華網路銀行CUBE,4
5674,Simon Liao,5 顆星,2023年4月5日,讚,中國信託行動銀行 Home Bank,1
17693,劉士瑋,5 顆星,2021年9月4日,讚喔～,永豐行動銀行,3
9977,Tony Lu,5 顆星,2023年8月22日,Excellent,富邦行動銀行,9
6484,Victor Hsu,5 顆星,2022年9月26日,方便,中國信託行動銀行 Home Bank,2
6218,Jimmy Huang,5 顆星,2022年11月17日,免手續費優惠就是讚！,中國信託行動銀行 Home Bank,10
17078,黃秉誠,5 顆星,2023年1月8日,方便安全,永豐行動銀行,4
5834,許芳華,5 顆星,2023年2月17日,不錯使用,中國信託行動銀行 Home Bank,4
26075,黃淑莉,5 顆星,2022年4月6日,快速 便利,Richart,5
18019,動點創意廣告林慶南,5 顆星,2024年1月25日,讚,華南銀行+,1
26838,jason wang,5 顆星,2023年11月26日,好用,新光銀行,2
11569,楊惟超,5 顆星,2023年4月10日,簡單， 方便， 好用,富邦行動銀行,10
12215,天生色狼,4 顆星,2022年7月18日,長期使用無問題,富邦行動銀行,7
19093,孫建容,5 顆星,2024年3月26日,真棒！,玉山行動銀行,3
2549,張志輝,5 顆星,2022年8月20日,很棒,國泰世華網路銀行CUBE,2
24679,義雄,5 顆星,2024年2月4日,棒,Richart,1
7866,李婕怡,5 顆星,2022年3月22日,很方便，安心,中國信託行動銀行 Home Bank,6
19112,楊琳,5 顆星,2024年3月21日,方便快速上手！,玉山行動銀行,7
12693,楊凱恩,1 顆星,2022年3月14日,進不去，壞掉了,富邦行動銀行,7
7504,suyu yen,2 顆星,2022年4月15日,都無登入，爛。,中國信託行動銀行 Home Bank,7
28275,KEN HSU,5 顆星,2022年8月31日,有用心👍,LINE Bank,4
9701,劉得利,5 顆星,2023年11月3日,很好，沒出過問題。,富邦行動銀行,9
11715,林佩宜,5 顆星,2023年2月15日,讚。,富邦行動銀行,2
26953,palm james,5 顆星,2023年11月25日,Ok見面好用,新光銀行,6
