index,name,score,dtm,text,app_name,text_length
26163,Ellen Deng,2 顆星,2022年3月21日,一直無法更新,Richart,6
26831,Tasy Fan,5 顆星,2023年11月26日,新app好用,新光銀行,6
29211,y chen,1 顆星,2021年5月14日,成日跳出晝面,DBS digibank TW 星展行動銀行,6
28777,Er Huang,1 顆星,2024年3月14日,最近一直閃退,DBS digibank TW 星展行動銀行,6
7866,李婕怡,5 顆星,2022年3月22日,很方便，安心,中國信託行動銀行 Home Bank,6
26953,palm james,5 顆星,2023年11月25日,Ok見面好用,新光銀行,6
16380,Tomatsu,5 顆星,2023年12月29日,快速方便好用,永豐行動銀行,6
19355,Emily Chen,5 顆星,2024年1月12日,介面操作簡單,玉山行動銀行,6
30864,Neil Chen,1 顆星,2023年2月21日,沒辦法關廣告,臺灣銀行-網路銀行隨身版,6
26223,MING LUNG Lee,5 顆星,2022年3月9日,滿好，滿GZ,Richart,6
24395,James Chen,1 顆星,2022年1月5日,常常無法使用,台新銀行行動銀行,6
15947,ฅ壞壞小慧ฅ,5 顆星,2021年12月21日,直接可以查到,第一銀行 第e行動,6
6237,Mary Chang,5 顆星,2022年11月13日,很方便非常順,中國信託行動銀行 Home Bank,6
8041,洪修德,1 顆星,2022年3月16日,真爛的app,中國信託行動銀行 Home Bank,6
6314,周世雄（大雄）,5 顆星,2022年10月31日,簡單明暸好用,中國信託行動銀行 Home Bank,6
8009,chieh Yun (chieh),5 顆星,2022年3月16日,成交速度夠快,中國信託行動銀行 Home Bank,6
5796,廖意喻,5 顆星,2023年2月28日,我愛用的銀行,中國信託行動銀行 Home Bank,6
19595,alma Lin,5 顆星,2023年10月30日,轉帳非常方便,玉山行動銀行,6
13579,黃健雄,4 顆星,2022年7月28日,還滿方便使用,兆豐銀行,6
26643,golong Lu,5 顆星,2021年10月27日,操作上很方便,Richart,6
13023,Betty Ji,5 顆星,2021年12月30日,喜歡記帳功能,富邦行動銀行,6
1335,Melissa Wei,2 顆星,2023年3月23日,不能開app,國泰世華網路銀行CUBE,6
21236,潘安在室,5 顆星,2022年2月23日,很棒的APP,玉山行動銀行,6
9756,賊妮,5 顆星,2023年10月16日,很棒。好用。,富邦行動銀行,6
1135,Markey Hsieh,5 顆星,2023年5月17日,簡單方便快速,國泰世華網路銀行CUBE,6
26713,Wise Lin,1 顆星,2024年2月15日,沒辦法登入了,新光銀行,6
20149,林秀捷,5 顆星,2023年6月2日,速度快有效率,玉山行動銀行,6
5101,minnie chou,5 顆星,2023年8月29日,簡單方便迅速,中國信託行動銀行 Home Bank,6
11977,Anne Chai,5 顆星,2022年10月6日,沒法用英文版,富邦行動銀行,6
19106,鄭惠琴,5 顆星,2024年3月23日,方便~快速👍,玉山行動銀行,6
12278,蔡依伶,5 顆星,2022年7月6日,使用簡單方便,富邦行動銀行,6
14576,蔡瑞傑,1 顆星,2022年8月20日,打不開打不開,元大銀行 Yuanta Commercial Bank,6
19405,コウウンエン,5 顆星,2023年12月23日,簡單方便好用,玉山行動銀行,6
12480,林雅芳,4 顆星,2022年5月10日,版面清楚明瞭,富邦行動銀行,6
18210,陳政豪,5 顆星,2024年1月1日,上手好用實際,華南銀行+,6
19861,黃秀霞,5 顆星,2023年8月10日,很安全且快速,玉山行動銀行,6
599,鍾世新,4 顆星,2023年11月13日,有效率 感謝,國泰世華網路銀行CUBE,6
2432,張宏仁,5 顆星,2022年9月14日,方便，快速。,國泰世華網路銀行CUBE,6
12865,Peggy Cheng,5 顆星,2022年2月6日,使用上手迅速,富邦行動銀行,6
16351,黃宥策,5 顆星,2024年1月10日,南無阿彌陀佛,永豐行動銀行,6
25715,yorko232,5 顆星,2022年11月13日,介面清楚好用,Richart,6
11508,裴宇倩,5 顆星,2023年5月1日,速度及解答快,富邦行動銀行,6
12062,董淑芹,5 顆星,2022年9月1日,使用很方便。,富邦行動銀行,6
26229,jerry chen,5 顆星,2022年3月4日,很棒的軟體！,Richart,6
17138,許鴻軒,5 顆星,2023年1月4日,正確迅速方便,永豐行動銀行,6
28982,張潔如,3 顆星,2023年8月14日,一直無法登入,DBS digibank TW 星展行動銀行,6
6990,林宜良,5 顆星,2022年6月24日,太常常更新了,中國信託行動銀行 Home Bank,6
21874,Kan,1 顆星,2023年7月5日,突然變英文版,合作金庫銀行,6
16439,曾秋華,5 顆星,2023年11月30日,很方便 利即,永豐行動銀行,6
2985,宮嬉遊kyuu ki yu,5 顆星,2022年6月8日,方便 不錯用,國泰世華網路銀行CUBE,6
11631,白朝銘,5 顆星,2023年3月27日,Nice !,富邦行動銀行,6
5507,翁漢庭（Peter Weng）,5 顆星,2023年5月17日,Good 👍,中國信託行動銀行 Home Bank,6
12482,球球（Ball）,5 顆星,2022年5月10日,乾淨簡單明白,富邦行動銀行,6
13079,DARK達,1 顆星,2021年12月7日,爛 沒法安裝,富邦行動銀行,6
5846,和和與樂樂,5 顆星,2023年2月15日,每次都要更新,中國信託行動銀行 Home Bank,6
7003,Wonchon,5 顆星,2022年6月22日,很好用，感恩,中國信託行動銀行 Home Bank,6
29437,Eric HS,2 顆星,2023年3月25日,操作不人性化,將來銀行 NEXT BANK,6
14029,Yawcheng Ke,5 顆星,2021年7月15日,使用便利安全,兆豐銀行,6
12718,郭小秀,4 顆星,2022年3月8日,轉帳便利好用,富邦行動銀行,6
