index,name,score,dtm,text,app_name,text_length
3704,羅志汶,2 顆星,2022年2月24日,我要買一張您們家的人壽險。,國泰世華網路銀行CUBE,13
7011,janet chi,1 顆星,2022年6月21日,從早上一直無法完成更新使用,中國信託行動銀行 Home Bank,13
415,Homing Liu,5 顆星,2023年12月26日,非常專業、智能的app💖✨,國泰世華網路銀行CUBE,13
29770,慶,1 顆星,2022年7月8日,客服視訊通話從來沒有接通過,將來銀行 NEXT BANK,13
19238,魏庭蓁,5 顆星,2024年2月19日,很好用的網銀 很優質的服務,玉山行動銀行,13
18255,鎮維劉,5 顆星,2023年12月29日,很方便，轉帳也可以即時知道,華南銀行+,13
14799,楊詠麟,1 顆星,2022年4月7日,一直顯示主機維修中好幾天了,元大銀行 Yuanta Commercial Bank,13
20048,火騏麟,5 顆星,2023年6月19日,網路銀行最好的就是玉山銀行,玉山行動銀行,13
11393,Yang Carlton,5 顆星,2023年5月31日,功能很多，不了解可以問行員,富邦行動銀行,13
24182,香香,1 顆星,2022年1月21日,從昨天到今天，一直下載不了,台新銀行行動銀行,13
1717,Raymond Lee,5 顆星,2023年1月8日,所有金融項目 操作都很方便,國泰世華網路銀行CUBE,13
2337,黑傑克,5 顆星,2022年10月4日,國泰世華卡好用，付款方便！,國泰世華網路銀行CUBE,13
30088,Bella Wu,5 顆星,2024年2月23日,操作介面簡單易懂 非常優質,樂天國際商業銀行,13
9008,符小姐,1 顆星,2022年1月9日,要繳卡費，卻一直更新不了，,中國信託行動銀行 Home Bank,13
7643,俊宏,1 顆星,2022年4月3日,新版難用死了，換別家銀行吧,中國信託行動銀行 Home Bank,13
21842,陳又祥,1 顆星,2023年9月12日,轉帳帳號不能輸入 有夠白癡,合作金庫銀行,13
9285,何瑋翎,5 顆星,2024年3月5日,辦理個項業物需電腦程式更新,富邦行動銀行,13
26709,Chen包,1 顆星,2024年3月1日,驗證錯誤上限浪費我一天時間,新光銀行,13
24069,盧宏達,1 顆星,2022年2月12日,更新一直死當連登入都不能登,台新銀行行動銀行,13
30169,溫鴻益,4 顆星,2023年11月29日,歡迎使用推薦碼YFEDJU,樂天國際商業銀行,13
23525,Warm Fan,1 顆星,2023年1月31日,不誇張，電話10分鐘沒人接,台新銀行行動銀行,13
10227,吳敏蓉,1 顆星,2023年7月15日,爛 已更新，居然打不開系統,富邦行動銀行,13
24868,陳奕,1 顆星,2023年11月30日,更新後開啟app一直是黑屏,Richart,13
