index,name,score,dtm,text,app_name,text_length
12780,恒嘉許,2 顆星,2022年3月2日,為何不能下載存摺明細比如pdf檔,富邦行動銀行,16
17214,Gino Li,1 顆星,2022年11月13日,一直收不到簡訊認證碼，真夠爛的！,永豐行動銀行,16
3831,鍋子,5 顆星,2022年2月6日,國泰的網銀真的是用過最好用的網銀,國泰世華網路銀行CUBE,16
7745,葉家杰,1 顆星,2022年3月29日,是不是壞了怎麼不能下載也不能更新,中國信託行動銀行 Home Bank,16
17841,Bell Chen,5 顆星,2024年4月4日,問題有改善了！改回五星好評，謝謝,華南銀行+,16
15486,Hannah Chang,2 顆星,2022年8月30日,系統要求要更新，但一直無法更新？,第一銀行 第e行動,16
3779,Wayne韋恩,5 顆星,2022年2月13日,越來越簡易好用。謝謝一直再改善。,國泰世華網路銀行CUBE,16
20266,yi-fa chou,2 顆星,2023年5月8日,使用者不便利，比過去的系統不穩定,玉山行動銀行,16
21353,李侑餘,4 顆星,2022年1月21日,忘記使用者名稱和密碼，無法登入。,玉山行動銀行,16
24104,魚兒海裡游,1 顆星,2022年1月29日,強制更新，不更新就跳出這樣不優喔,台新銀行行動銀行,16
10908,林嘉雯,1 顆星,2023年7月14日,無法更新，一直當機，無法使用，爛,富邦行動銀行,16
13449,林錦煌,1 顆星,2023年4月27日,你家 app都沒辦法進 都在閃退,兆豐銀行,16
386,蘇育弘,1 顆星,2024年1月2日,為何一直閃爍程式開不起來..真爛,國泰世華網路銀行CUBE,16
25147,Stacey Lo,1 顆星,2023年8月14日,換新版後，使用上更不順，越改越差,Richart,16
16197,sk2mcc,1 顆星,2021年9月8日,無法更新 無法安裝 留言還會被刪,第一銀行 第e行動,16
2087,J. K,5 顆星,2022年11月20日,簡單好用，轉出入帳都能及時通知！,國泰世華網路銀行CUBE,16
2367,鄭柔兒,5 顆星,2022年9月26日,介面越來越美 很好看 順暢度很優,國泰世華網路銀行CUBE,16
22261,林香檳,5 顆星,2021年11月6日,好用，台灣pay回饋現金超好用！,合作金庫銀行,16
8234,陳美珠,1 顆星,2022年3月13日,更新後還一直說更新版本，無法進入,中國信託行動銀行 Home Bank,16
10377,李純華,1 顆星,2023年7月15日,為何無法更新，請提供正确更新程式,富邦行動銀行,16
10342,謝錦瑩（JOANNA）,1 顆星,2023年7月15日,系統要求更新憑證，點了又沒反應？,富邦行動銀行,16
20623,Emma Tsai,3 顆星,2022年8月30日,為什麼通知訊息的聲音不再是硬幣聲,玉山行動銀行,16
9170,劉昶佑,5 顆星,2021年12月26日,用過蠻多間，中國信託的快速、方便,中國信託行動銀行 Home Bank,16
574,劉木吉,1 顆星,2023年11月17日,推銷電話太多了，封鎖不完挺煩人的,國泰世華網路銀行CUBE,16
4252,黃素芬,1 顆星,2021年12月20日,太爛了，試了好幾天都無法下載安裝,國泰世華網路銀行CUBE,16
13726,Hank Yen,1 顆星,2022年1月12日,未什麼跟手機版本不合??怎麼辦?,兆豐銀行,16
6058,蔡文鈴,4 顆星,2022年12月23日,簡易，好操作。但又有保護網路安全,中國信託行動銀行 Home Bank,16
25520,Leo Yeh,1 顆星,2023年4月13日,貴公司 此app 廣告通知太多了,Richart,16
10053,Henry,4 顆星,2023年8月4日,手機app網銀沒辦法下單黃金存摺,富邦行動銀行,16
15032,蔡小珊,1 顆星,2021年12月6日,更新完反而完全不能用！白屏卡死！,元大銀行 Yuanta Commercial Bank,16
16253,蔡月文,4 顆星,2024年3月14日,希望增加密碼自動截取自訊息的功能,永豐行動銀行,16
22982,佑wilson,1 顆星,2022年11月6日,圖形辨識常常卡頓當機以致登入失敗,凱基銀行,16
7764,余政鴻,1 顆星,2022年3月28日,無卡提款QR code 直接死當,中國信託行動銀行 Home Bank,16
13824,Cheng-Lin HSIEH,1 顆星,2021年11月1日,一直在強制更新，然後越來越難用。,兆豐銀行,16
24730,劉婉鈴,5 顆星,2024年1月9日,操作非常非常方便👍👍👍真的很喜歡,Richart,16
22153,陳怡如,5 顆星,2022年4月17日,很好用的app，頁面簡單好操作。,合作金庫銀行,16
7020,李大衛,4 顆星,2022年6月20日,無法更新。刪除後想重裝無法下載。,中國信託行動銀行 Home Bank,16
11140,Justin Chen,1 顆星,2023年7月14日,叫我更新，不能更新，又沒辦法登入,富邦行動銀行,16
22351,Jia Liu,1 顆星,2021年7月7日,沒有申請網路銀行，就無法登入嗎?,合作金庫銀行,16
23416,hh dida792,1 顆星,2023年4月4日,更新完一直卡在快速登入進不去==,台新銀行行動銀行,16
13659,劉若喜,1 顆星,2022年4月20日,"很爛的app, 很差勁的客服人員",兆豐銀行,16
10882,Yu Ying雞蛋寶寶,1 顆星,2023年7月14日,一直跳更新，已經更新了還不能使用,富邦行動銀行,16
4394,KOKOTA YO,2 顆星,2024年3月9日,突然停用我的指紋登入是什麼意思？,中國信託行動銀行 Home Bank,16
17209,妃妃,1 顆星,2022年11月26日,更新後無法指紋辨識 請盡快修復！,永豐行動銀行,16
19070,王昭棉,2 顆星,2024年4月1日,請問交易明細的再轉一次怎麼不見了,玉山行動銀行,16
26332,吳宜貞,1 顆星,2022年1月19日,老問題，每個留言的人都抱怨的問題,Richart,16
